ACARAId,SchoolName,SchoolType,SchoolURL,States ,Email,Numbers,SchoolGeographicLocation,IndependentSchool,SchoolSector
42327,Stuarts Point Public School,Prim,https://stuartspt-p.schools.nsw.gov.au,NSW,stuartspt-p.school@det.nsw.edu.au,"131 450, 6569 0627",11,N,Gov
46822,Sunbury State School,Prim,https://sunburyss.eq.edu.au,QLD,principal@sunburyss.eq.edu.au,"(07) 4120 0700, (07) 4120 0777",31,N,Gov
47307,Sunnybank Hills State School,Prim,https://sunnybankhillsss.eq.edu.au,QLD,info@sunnybankhillsss.eq.edu.au,"(07) 3323 8303, (07) 3323 8333, (07) 3323 8388, 2024-2026",30,N,Gov
47615,Sunnybank Special School,Special,https://sunnybankspecs.eq.edu.au,QLD,admin@sunnybankspecs.eq.edu.au,(07) 3323 2888,30,N,Gov
47467,Sunnybank State High School,Sec,https://sunnybankshs.eq.edu.au,QLD,office@sunnybankshs.eq.edu.au,"(07) 3323 8111, (07) 3323 8160, 0427 217 544, 2025-2028",30,N,Gov
46446,Sunnybank State School,Prim,https://sunnybankss.eq.edu.au,QLD,admin@sunnybankss.eq.edu.au,"(07) 3452 4870, (07) 3452 4888, 0426 306 227, 3452 4870",30,N,Gov
46968,Sunset State School,Prim,https://sunsetss.eq.edu.au,QLD,principal@sunsetss.eq.edu.au,"(07) 4437 3444, 0416 230 592",33,N,Gov
42888,Sunshine Bay Public School,Prim,https://sunshineba-p.schools.nsw.gov.au,NSW,sunshineba-p.school@det.nsw.edu.au,"131 450, 4472 6464",11,N,Gov
47493,Sunshine Beach State High School,Sec,https://sunshinebeachhigh.eq.edu.au,QLD,admin@sunshinebeachhigh.eq.edu.au,"(07) 5440 4200, (07) 5440 4222, 0427 060 455",30,N,Gov
47330,Sunshine Beach State School,Prim,https://sunshinebeachss.eq.edu.au,QLD,admin@sunshinebeachss.eq.edu.au,"(07) 5474 6333, (07) 5474 6360, 0423 677 767, 1300 555 727, 617 3513 5301, 617 5352 9225, 7 54 746 333",30,N,Gov
46505,Surat State School,Pri/Sec,https://suratss.eq.edu.au,QLD,principal@suratss.eq.edu.au,"(07) 4626 4300, (07) 4626 4333, 2021-2024",33,N,Gov
47096,Surfers Paradise State School,Prim,https://surfersparadisess.eq.edu.au,QLD,admin@surfersparadisess.eq.edu.au,"(07) 5538 5291, (07) 5552 2700, (07) 5582 0300, (07) 5582 0333, (07) 5582 0360, 0417 394 150, 1300 300 850, 131 788, 2022-2025, 2025-2028",30,N,Gov
44508,Surrey Hills Primary School,Prim,http://www.surreyhillsps.vic.edu.au,VIC,surrey.hills.ps@education.vic.gov.au,"(03) 9890 1560, 127 (03) 9890 1560",20,N,Gov
41784,Surveyors Creek Public School,Prim,https://surveyorsc-p.schools.nsw.gov.au,NSW,surveyorsc-p.school@det.nsw.edu.au,"131 450, 4737 9571",10,N,Gov
49064,Swan Christian College,Sec,http://www.swan.wa.edu.au,WA,info@swan.wa.edu.au,"(08) 9374 8300, 0416 905 333, 08 9374 8301, 08 9374 8314, 1982 1983 1984, 1985 1986 1987, 1988 1989 1990, 1991 1992 1993, 1994 1995 1996, 1997 1998 1999, 2000 2001 2002, 2003 2004 2005, 2006 2007 2008, 2009 2010 2011, 2012 2013 2014, 2015 2016 2017, 2018 2019 2020, 2021 2022 2023, 2021-2025, 2024 2025 2026, 2027 2028 2029, 2030 2031 2032",50,Y,NG
40296,Swan Christian College - Junior School Campus,Prim,http://www.swan.wa.edu.au/,WA,info@swan.wa.edu.au,"(08) 9374 8300, 0416 905 333, 08 9374 8301, 08 9374 8314, 1982 1983 1984, 1985 1986 1987, 1988 1989 1990, 1991 1992 1993, 1994 1995 1996, 1997 1998 1999, 2000 2001 2002, 2003 2004 2005, 2006 2007 2008, 2009 2010 2011, 2012 2013 2014, 2015 2016 2017, 2018 2019 2020, 2021 2022 2023, 2021-2025, 2024 2025 2026, 2027 2028 2029, 2030 2031 2032",50,Y,NG
45125,Swan Hill Specialist School,Special,http://www.swanhillspec.vic.edu.au,VIC,swan.hill.ss@education.vic.gov.au,"(03) 5032 3683, 03 5304 4777, 1800 551 800",22,N,Gov
42107,Swansea High School,Sec,https://swansea-h.schools.nsw.gov.au,NSW,swansea-h.school@det.nsw.edu.au,"131 450, 4971 1944",10,N,Gov
47197,Swayneville State School,Prim,https://swaynevilless.eq.edu.au,QLD,admin@swaynevilless.eq.edu.au,"(07) 49435333, 04 6636 4460",32,N,Gov
40430,Swinburne Senior Secondary College,Sec,http://www.sssc.vic.edu.au/,VIC,swinburne.senior.sc@education.vic.gov.au,"(03) 8862 4400, 3 8862 4400, 37 903 567 320",20,N,Gov
40804,Sydney Childrens Hospital School,Special,https://sydchnhos-s.schools.nsw.gov.au,NSW,sydchnhos-s.school@det.nsw.edu.au,"131 450, 337244472796529, 9399 7119",10,N,Gov
41150,Sydney Girls High School,Sec,https://sydneygirl-h.schools.nsw.gov.au,NSW,sydneygirl-h.school@det.nsw.edu.au,"131 450, 9331 2336",10,N,Gov
43785,Sydney Grammar School,Sec,http://www.sydgram.nsw.edu.au,NSW,admissions@sydgram.nsw.edu.au,"(02) 8302 5200, (02) 9332 5800, (02) 9366 0100, 1875-1881",10,Y,NG
43895,Sydney Grammar School - Edgecliff Preparatory School,Prim,http://www.sydgram.nsw.edu.au/edgecliff/,NSW,djd@sydgram.nsw.edu.au,"(02) 8302 5200, (02) 9332 5800, (02) 9366 0100",10,Y,NG
43932,Sydney Grammar School - St Ives Preparatory School,Prim,http://www.sydgram.nsw.edu.au/,NSW,admissions@sydgram.nsw.edu.au,"(02) 8302 5200, (02) 9332 5800, (02) 9366 0100, 1875-1881",10,Y,NG
41151,Sydney Technical High School,Sec,https://sydneytech-h.schools.nsw.gov.au,NSW,sydneytech-h.school@det.nsw.edu.au,"131 450, 8566 2600, 8566 2600 686",10,N,Gov
41085,Sylvania Heights Public School,Prim,https://sylvaniaht-p.schools.nsw.gov.au,NSW,sylvaniaht-p.school@det.nsw.edu.au,"131 450, 9522 0111",10,N,Gov
41175,Sylvania High School,Sec,https://sylvania-h.schools.nsw.gov.au,NSW,sylvania-h.school@det.nsw.edu.au,"131 450, 9522 9951",10,N,Gov
47017,Taabinga State School,Prim,https://taabingass.eq.edu.au,QLD,admin@taabingass.eq.edu.au,(07) 4164 9111,31,N,Gov
42295,Tabulam Public School,Prim,https://tabulam-p.schools.nsw.gov.au,NSW,tabulam-p.school@det.nsw.edu.au,"131 450, 6666 1219",12,N,Gov
40788,Tagai State College,Pri/Sec,https://tagaisc.eq.edu.au,QLD,contact@tagaisc.eq.edu.au,"(07) 4030 6333, (07) 4030 6555, (07) 4212 0222",34,N,Gov
41421,Tahmoor Public School,Prim,https://tahmoor-p.schools.nsw.gov.au,NSW,tahmoor-p.school@det.nsw.edu.au,"131 450, 4681 8340",11,N,Gov
47021,Taigum State School,Prim,https://taigumss.eq.edu.au,QLD,admin@taigumss.eq.edu.au,"(07) 3632 9800, (07) 3632 9834, (07) 3632 9888",30,N,Gov
46718,Talara Primary College,Prim,https://talacollss.eq.edu.au,QLD,info@talacollss.eq.edu.au,#ERROR!,30,N,Gov
42670,Talbingo Public School,Prim,https://talbingo-p.schools.nsw.gov.au,NSW,talbingo-p.school@det.nsw.edu.au,"131 450, 6949 5209",12,N,Gov
46554,Tallebudgera State School,Prim,https://tallebudgerass.eq.edu.au,QLD,admin@tallebudgerass.eq.edu.au,"(07) 5568 5200, (07) 5568 5222",30,N,Gov
47203,Talwood State School,Prim,https://talwoodss.eq.edu.au,QLD,principal@talwoodss.eq.edu.au,"(07) 4677 1136, 0459 888 989, 2025-2029",33,N,Gov
46511,Tambo State School,Pri/Sec,https://tamboss.eq.edu.au,QLD,principal@tamboss.eq.edu.au,"(07) 4621 7300, (07) 4621 7333",34,N,Gov
47937,Tamborine Mountain College,Pri/Sec,http://www.tmc.qld.edu.au,QLD,reception@tmc.qld.edu.au,"07 5545 3644, 272 (07) 5545 3644, 7 5545 3644",30,Y,NG
47569,Tamborine Mountain State High School,Sec,https://tamborinemtnshs.eq.edu.au,QLD,office@tamborinemtnshs.eq.edu.au,"(07) 5545 7200, (07) 5545 7222, 0423 677 767, 1300 555 727",30,N,Gov
46941,Tamborine Mountain State School,Prim,https://tamborinemountainss.eq.edu.au,QLD,admin@tamborinemountainss.eq.edu.au,"(07) 5545 5333, (07) 5545 5360, 2022-2025",30,N,Gov
42518,Tamworth High School,Sec,https://tamworth-h.schools.nsw.gov.au,NSW,tamworth-h.school@det.nsw.edu.au,"131 450, 6765 7888",11,N,Gov
47141,Tanduringie State School,Prim,https://tanduringiess.eq.edu.au,QLD,admin@tanduringiess.eq.edu.au,"(07) 4164 6146, 2024-2025",32,N,Gov
42901,Tangara School,Special,https://tangara-s.schools.nsw.gov.au,NSW,tangara-s.school@det.nsw.edu.au,"131 450, 4871 1636",11,N,Gov
40408,Tangara School for Girls,Pri/Sec,http://www.tangara.nsw.edu.au,NSW,hr@pared.edu.au,"(02) 9651 0360, (02) 9680 4844, 000000, 056-2734, 08281447, 1348177, 173845, 40 002 343 615, 4068-9477-0188, 42623374, 49060-802, 513-1732, 7390614, 762765, 810322, 879-2257, 951-496",10,Y,NG
42059,Tanilba Bay Public School,Prim,https://tanilbabay-p.schools.nsw.gov.au,NSW,tanilbabay-p.school@det.nsw.edu.au,"131 450, 4982 4762",11,N,Gov
42816,Tanja Public School,Prim,https://tanja-p.schools.nsw.gov.au,NSW,tanja-p.school@det.nsw.edu.au,"131 450, 6494 0122",12,N,Gov
46576,Tannum Sands State High School,Sec,https://tannumsandsshs.eq.edu.au,QLD,info@tannumsandsshs.eq.edu.au,"(07) 4979 9752, (07) 4979 9767, (07) 4979 9777, (07) 4979 9778",31,N,Gov
47116,Tara Shire State College,Pri/Sec,https://tarashiresc.eq.edu.au,QLD,admin@tarashiresc.eq.edu.au,"(07) 4678 7300, (07) 4678 7333, (07) 4678 7360",32,N,Gov
46596,Tarampa State School,Prim,https://tarampass.eq.edu.au,QLD,the.principal@tarampass.eq.edu.au,"(07) 5426 1701, (07) 5427 8444, (07) 5427 8466",31,N,Gov
47399,Taranganba State School,Prim,https://taranganbass.eq.edu.au,QLD,principal@taranganbass.eq.edu.au,(07) 4925 1888,31,N,Gov
42377,Taree High School,Sec,https://taree-h.schools.nsw.gov.au,NSW,taree-h.school@det.nsw.edu.au,"131 450, 6552 1166",11,N,Gov
42296,Taree Public School,Prim,https://taree-p.schools.nsw.gov.au,NSW,taree-p.school@det.nsw.edu.au,"131 450, 6552 1233",11,N,Gov
46476,Taroom State School,Pri/Sec,https://taroomss.eq.edu.au,QLD,principal@taroomss.eq.edu.au,"(07) 4628 9333, 2024-2027",33,N,Gov
42032,Tarro Public School,Prim,https://tarro-p.schools.nsw.gov.au,NSW,tarro-p.school@det.nsw.edu.au,"131 450, 4966 1255",10,N,Gov
44752,Tate Street Primary School Geelong,Prim,http://www.tatestps.vic.edu.au,VIC,tate.street.ps.geelong@education.vic.gov.au,"(03) 5221 2780, 3 5221 2780",20,N,Gov
42297,Tea Gardens Public School,Prim,https://teagardens-p.schools.nsw.gov.au,NSW,teagardens-p.school@det.nsw.edu.au,"131 450, 4997 0286",11,N,Gov
46743,Teelba State School,Prim,https://teelbass.eq.edu.au,QLD,admin@teelbass.eq.edu.au,"(07) 4669 5180, (07) 4669 5184",33,N,Gov
42298,Telegraph Point Public School,Prim,https://telegrappt-p.schools.nsw.gov.au,NSW,telegrappt-p.school@det.nsw.edu.au,"131 450, 6111126600001, 6379959093112, 6585 0224",11,N,Gov
41697,Telopea Public School,Prim,https://telopea-p.schools.nsw.gov.au,NSW,telopea-p.school@det.nsw.edu.au,"02 9638 1296, 131 450, 9638 1296",10,N,Gov
42697,Temora High School,Sec,https://temora-h.schools.nsw.gov.au,NSW,temora-h.school@det.nsw.edu.au,"131 450, 6977 1988",12,N,Gov
42625,Temora Public School,Prim,https://temora-p.schools.nsw.gov.au,NSW,temora-p.school@det.nsw.edu.au,"02 6977 2877, 02 6977 2877 119, 131 450",12,N,Gov
42664,Temora West Public School,Prim,https://temorawest-p.schools.nsw.gov.au,NSW,temorawest-p.school@det.nsw.edu.au,"131 450, 6977 1889",12,N,Gov
41178,Tempe High School,Sec,https://tempe-h.schools.nsw.gov.au,NSW,tempe-h.school@det.nsw.edu.au,"131 450, 358512161907384, 9558 2336, 9558 2336 119",10,N,Gov
49766,Tenison Woods Catholic Primary School,Prim,http://www.twcs.catholic.edu.au,SA,info@twcs.catholic.edu.au,"(08) 8131 7900, (08) 8352 3561, 8131 7900",40,N,NG
49700,Tenison Woods College,Pri/Sec,http://www.tenison.catholic.edu.au,SA,PRCadmin@tenison.catholic.edu.au,"(08) 8724 4650, (08) 8724 4656, (08) 8724 4659, (08) 8725 5455, 0429 134 568",42,N,NG
46477,Tent Hill Lower State School,Prim,https://tenthilllowerss.eq.edu.au,QLD,principal@tenthilllowerss.eq.edu.au,"(07) 5468 8088, 0457 031 553, 0475 932 584",31,N,Gov
42299,Terranora Public School,Prim,https://terranora-p.schools.nsw.gov.au,NSW,terranora-p.school@det.nsw.edu.au,"07 5590 4146 650, 131 450",10,N,Gov
46539,Tewantin State School,Prim,https://tewantinss.eq.edu.au,QLD,info@tewantinss.eq.edu.au,"(07) 5335 8812, (07) 5335 8866, (07) 5335 8888, +617 5335 8888, 0467 319 530",30,N,Gov
46700,Texas P-10 State School,Pri/Sec,https://texasss.eq.edu.au,QLD,principal@texasss.eq.edu.au,"(07) 4653 3333, (07) 4653 3366, 2025-2029",32,N,Gov
47190,Thabeban State School,Prim,https://thabebanss.eq.edu.au,QLD,principal@thabebanss.eq.edu.au,"(07) 4150 8300, (07) 4150 8333",31,N,Gov
47090,Thallon State School,Prim,https://thallonss.eq.edu.au,QLD,principal@thallonss.eq.edu.au,(07) 4625 9139,33,N,Gov
47277,Thangool State School,Prim,https://thangoolss.eq.edu.au,QLD,principal@thangoolss.eq.edu.au,"(07) 4990 0333, 0429 607 081",32,N,Gov
46688,Thargomindah State School,Prim,https://thargomindahss.eq.edu.au,QLD,admin@thargomindahss.eq.edu.au,"(07) 4655 3102, (07) 4655 3132",34,N,Gov
52679,The Alpine School,Prim,https://www.thealpineschool.nsw.edu.au,NSW,office@thealpineschool.nsw.edu.au,02 6452 4004,11,Y,NG
41311,The Beach School,Special,https://beach-s.schools.nsw.gov.au,NSW,beach-s.school@det.nsw.edu.au,"131 450, 9905 9451",10,N,Gov
52614,The Bowen College,Special,https://youthoffthestreets.com.au,NSW,marcomms@youthoffthestreets.com.au,"(02) 9330 3500, 02 9330 3500, 0475 989 737, 29 100 388 412",10,Y,NG
46992,The Caves State School,Prim,https://thecavess.eq.edu.au,QLD,admin@thecavess.eq.edu.au,"(07) 4912 6111, (07) 4934 2937",31,N,Gov
42171,The Channon Public School,Prim,https://thechannon-p.schools.nsw.gov.au,NSW,thechannon-p.school@det.nsw.edu.au,"131 450, 6688 6236",11,N,Gov
40809,The Childrens Hospital School,Special,https://childhosp-s.schools.nsw.gov.au,NSW,childhosp-s.school@det.nsw.edu.au,"131 450, 9845 2813",10,N,Gov
40030,The Cottage School,Prim,http://www.cottageschool.tas.edu.au,TAS,admin@cottageschool.tas.edu.au,03 6244 3556,61,Y,NG
47447,The Gap State High School,Sec,https://thegapshs.eq.edu.au,QLD,admin@thegapshs.eq.edu.au,"(07) 3511 3800, (07) 3511 3834, (07) 3511 3836, (07) 3511 3860, (07) 3511 3888, 2022-2025, 7 3511 3800, 7 3511 3888",30,N,Gov
47099,The Gap State School,Prim,https://thegapss.eq.edu.au,QLD,admin@thegapss.eq.edu.au,"(07) 3511 3300, (07) 3511 3333, 3511 3360, 7 3511 3333",30,N,Gov
47118,The Gums State School,Prim,https://thegumsss.eq.edu.au,QLD,admin@thegumsss.eq.edu.au,"(07) 4665 9118, (07) 4665 9170",33,N,Gov
47061,The Hall State School,Prim,https://thehallss.eq.edu.au,QLD,admin@thehallss.eq.edu.au,"(07) 4922 1211, (07) 4924 8207, (07) 4924 8222",31,N,Gov
53008,The Heights Learning Community,Prim,https://www.theheights.nsw.edu.au/,NSW,enquiries@theheights.nsw.edu.au,"(02) 4911 7580, 02 4911 7580",10,Y,NG
49791,The Hills Christian Community School,Pri/Sec,http://www.hills.sa.edu.au,SA,HILLSEnrolments@hccs.sa.edu.au,"0477 006 500, 08 8388 1369, 08 8388 7811, 245 08 8388 7811",41,Y,NG
41799,The Hills School,Special,https://thehills-s.schools.nsw.gov.au,NSW,thehills-s.school@det.nsw.edu.au,"067-458, 131 450, 8249-2848213, 9639 8448",10,N,Gov
43944,The Illawarra Grammar School,Pri/Sec,http://www.tigs.nsw.edu.au,NSW,info@tigs.nsw.edu.au,#ERROR!,10,Y,NG
53274,The Industry School - Gold Coast,Sec,https://www.aitc.qld.edu.au/,QLD,info@theindustryschool.com.au,"0408 744 786, 0411 917 493, 0418 734 492, 0423 852 969, 0433 587 300, 0447 001 026, 07 3050 4800, 07 3086 0500, 07 3153 5100, 07 3153 5148, 07 4592 8700, 07 5357 8600, 07 5635 0400, 07 5635 0419, 3 086 0521",30,Y,NG
52822,The Industry School - Ipswich,Sec,http://www.aitc.qld.edu.au,QLD,info@theindustryschool.com.au,"0408 744 786, 0411 917 493, 0418 734 492, 0423 852 969, 0433 587 300, 0447 001 026, 07 3050 4800, 07 3086 0500, 07 3153 5100, 07 3153 5148, 07 4592 8700, 07 5357 8600, 07 5635 0400, 07 5635 0419, 3 086 0521",30,Y,NG
41191,The Jannali High School,Sec,https://jannali-h.schools.nsw.gov.au,NSW,jannali-h.school@det.nsw.edu.au,"02 9521 2805, 02 9521 2805 156, 131 450",10,N,Gov
43802,The McDonald College,Pri/Sec,http://www.mcdonald.nsw.edu.au,NSW,reception@mcdonald.nsw.edu.au,"02 9752 0500, 02 9752 0507, 137 02 9752 0500, 27 002 567 197",10,Y,NG
50434,The Ponds School,Special,https://theponds-s.schools.nsw.gov.au,NSW,theponds-s.school@det.nsw.edu.au,"02 9629 2470 201, 131 450",10,N,Gov
42619,The Rock Central School,Pri/Sec,https://therock-c.schools.nsw.gov.au,NSW,therock-c.school@det.nsw.edu.au,"131 450, 6920 2132",11,N,Gov
43821,The Scots College,Pri/Sec,http://www.tsc.nsw.edu.au,NSW,"admissions@scots.college, d.viskovic@scots.college, employment@scots.college",#ERROR!,10,Y,NG
43923,The Scots School Albury,Pri/Sec,http://www.scotsalbury.nsw.edu.au,NSW,reception@scotsalbury.nsw.edu.au,(02) 6022 0000,11,Y,NG
42477,The Sir Henry Parkes Memorial Public School,Prim,https://sirhparkes-p.schools.nsw.gov.au,NSW,sirhparkes-p.school@det.nsw.edu.au,"131 450, 6736 1401",12,N,Gov
47236,The Summit State School,Prim,https://thesummitss.eq.edu.au,QLD,principal@thesummitss.eq.edu.au,"(07) 4683 2333, 0436865006",32,N,Gov
46608,The Willows State School,Prim,https://thewillowsss.eq.edu.au,QLD,admin@thewillowsss.eq.edu.au,"(07) 4723 4665, (07) 4723 7748, (07) 4799 1333, (07) 4799 1346, (07) 4799 1366, 2026-2029",32,N,Gov
53022,The Younity School,Sec,https://www.younityschools.qld.edu.au/,QLD,hello@younityschools.qld.edu.au,"0468 782 452, 21 227 399 530",30,Y,NG
46793,Theebine State School,Prim,https://theebiness.eq.edu.au,QLD,principal@theebiness.eq.edu.au,"(07) 5484 6141, (07) 5484 6206, 0475 965 447",31,N,Gov
46843,Theodore State School,Pri/Sec,https://theodoress.eq.edu.au,QLD,admin@theodoress.eq.edu.au,"(07) 4990 3300, (07) 4990 3333",32,N,Gov
41505,Thomas Acres Public School,Prim,https://thomasacre-p.schools.nsw.gov.au,NSW,thomasacre-p.school@det.nsw.edu.au,"131 450, 4626 4577",10,N,Gov
41611,Thomas Reddall High School,Sec,https://thomasredd-h.schools.nsw.gov.au,NSW,thomasredd-h.school@det.nsw.edu.au,"02 4625 4404, 131 450",10,N,Gov
47074,Thornlands State School,Prim,https://thornlandsss.eq.edu.au,QLD,admin@thornlandsss.eq.edu.au,"(07) 3821 8100, (07) 3821 8111",30,N,Gov
41287,Thornleigh West Public School,Prim,https://thornleigw-p.schools.nsw.gov.au,NSW,thornleigw-p.school@det.nsw.edu.au,"131 450, 9484 4242",10,N,Gov
46588,Thornton State School,Prim,https://thorntonss.eq.edu.au,QLD,principal@thorntonss.eq.edu.au,"(07) 5466 7141, 0476 807 423",31,N,Gov
46901,Thulimbah State School,Prim,https://thulimbahss.eq.edu.au,QLD,admin@thulimbahss.eq.edu.au,"(07) 4685 2270, 0472 818 804",32,N,Gov
47550,Thuringowa State High School,Sec,https://thuringowashs.eq.edu.au,QLD,Admin@thuringowashs.eq.edu.au,"(07) 4753 8866, (07) 4753 8888, 0423 677 767, 1300 555 727",32,N,Gov
46478,Tiaro State School,Prim,https://tiaross.eq.edu.au,QLD,principal@tiaross.eq.edu.au,(07) 4193 6555,31,N,Gov
47339,Tieri State School,Prim,https://tieriss.eq.edu.au,QLD,admin@tieriss.eq.edu.au,"(07) 4981 7555, 2022-2025",33,N,Gov
41974,Tighes Hill Public School,Prim,https://tigheshill-p.schools.nsw.gov.au,NSW,tigheshill-p.school@det.nsw.edu.au,"131 450, 4969 3720",10,N,Gov
42409,Timbumburi Public School,Prim,https://timbumburi-p.schools.nsw.gov.au,NSW,timbumburi-p.school@det.nsw.edu.au,"131 450, 6767 0232, 6767 0232 542",12,N,Gov
46792,Tin Can Bay State School,Pri/Sec,https://tincanbayss.eq.edu.au,QLD,Principal@tincanbayss.eq.edu.au,"(07) 5488 1222, (07) 5488 1233",31,N,Gov
46563,Tinana State School,Prim,https://tinanass.eq.edu.au,QLD,principal@tinanass.eq.edu.au,"(07) 4120 8000, 2025-2028",31,N,Gov
46494,Tingalpa State School,Prim,https://tingalpass.eq.edu.au,QLD,admin@tingalpass.eq.edu.au,"(07) 3890 6718, (07) 3890 6766, (07) 3890 6777, 0423 677 767, 0466 578 625, 1300 555 727",30,N,Gov
42478,Tingha Public School,Prim,https://tingha-p.schools.nsw.gov.au,NSW,tingha-p.school@det.nsw.edu.au,"131 450, 6723 3437",12,N,Gov
46918,Tingoora State School,Prim,https://tingoorass.eq.edu.au,QLD,principal@tingoorass.eq.edu.au,(07) 4168 5685,32,N,Gov
42300,Tinonee Public School,Prim,https://tinonee-p.schools.nsw.gov.au,NSW,tinonee-p.school@det.nsw.edu.au,"(02) 6553 1279, 131 450",11,N,Gov
46175,Tintern Grammar,Pri/Sec,http://www.tintern.vic.edu.au,VIC,reception@tintern.vic.edu.au,"004293994, 2024 2024, 24693089021, 3 9845 7777",20,Y,NG
49321,Tintinara Area School,Pri/Sec,http://www.tas.sa.edu.au,SA,dl.0438.info@schools.sa.edu.au,"(08) 8757 2120, (08) 8757 2187",42,N,Gov
46570,Tivoli State School,Prim,https://tivoliss.eq.edu.au,QLD,principal@tivoliss.eq.edu.au,"(07) 3813 7400, (07) 3813 7444, (07) 3813 7466",30,N,Gov
42628,Tocumwal Public School,Prim,https://tocumwal-p.schools.nsw.gov.au,NSW,tocumwal-p.school@det.nsw.edu.au,"03 5874 2128, 131 450",11,N,Gov
46824,Tolga State School,Prim,https://tolgass.eq.edu.au,QLD,principal@tolgass.eq.edu.au,"(07) 4089 5111, (07) 4095 4518",32,N,Gov
42121,Tomaree High School,Sec,https://tomaree-h.schools.nsw.gov.au,NSW,tomaree-h.school@det.nsw.edu.au,"131 450, 4981 1444",11,N,Gov
41947,Tomaree Public School,Prim,https://tomaree-p.schools.nsw.gov.au,NSW,tomaree-p.school@det.nsw.edu.au,"02 4981 1444 169, 131 450, 4981 1444",11,N,Gov
47262,Toobanna State School,Prim,https://toobannass.eq.edu.au,QLD,admin@toobannass.eq.edu.au,"(07) 4777 2121, (07) 4777 2124",32,N,Gov
47557,Toogoolawah State High School,Sec,https://toogoolawahshs.eq.edu.au,QLD,principal@toogoolawahshs.eq.edu.au,"(07) 5423 4444, (07) 5423 4460",31,N,Gov
47011,Toogoolawah State School,Prim,https://toogoolawahss.eq.edu.au,QLD,principal@toogoolawahss.eq.edu.au,"(07) 5423 4100, (07) 5423 4111, (07) 5423 4166",31,N,Gov
42629,Tooleybuc Central School,Pri/Sec,https://tooleybuc-c.schools.nsw.gov.au,NSW,tooleybuc-c.school@det.nsw.edu.au,"03 5030 5422, 131 450",12,N,Gov
47531,Toolooa State High School,Sec,https://toolooashs.eq.edu.au,QLD,principal@toolooashs.eq.edu.au,"(07) 4971 4300, (07) 4971 4333, 0426 305 132, 49 714 304, 49 714 360",31,N,Gov
42480,Toomelah Public School,Prim,https://toomelah-p.schools.nsw.gov.au,NSW,toomelah-p.school@det.nsw.edu.au,"07 4676 2223, 131 450",12,N,Gov
44544,Toorak Primary School,Prim,http://www.toorakps.vic.edu.au,VIC,toorak.ps@education.vic.gov.au,"(03) 9827 2959, 142 (03) 9827 2959",20,N,Gov
43039,Tooraweenah Public School,Prim,https://tooraweena-p.schools.nsw.gov.au,NSW,tooraweena-p.school@det.nsw.edu.au,"131 450, 6848 1073",12,N,Gov
42399,Toormina High School,Sec,https://toormina-h.schools.nsw.gov.au,NSW,toormina-h.school@det.nsw.edu.au,"131 450, 6653 3077",11,N,Gov
44774,Tootgarook Primary School,Prim,http://www.tootps.vic.edu.au,VIC,tootgarook.ps@education.vic.gov.au,(03) 5985 2864,20,N,Gov
46402,Toowong State School,Prim,https://toowongss.eq.edu.au,QLD,admin@toowongss.eq.edu.au,"(07) 3859 6111, 0477 339 593",30,N,Gov
46747,Toowoomba East State School,Prim,https://toowoombaeastss.eq.edu.au,QLD,principal@toowoombaeastss.eq.edu.au,"(07) 4637 5206, (07) 4637 5222, 0427 064 253, 0459 616 734, 1300 082",31,N,Gov
46480,Toowoomba North State School,Prim,https://toowoombanorthss.eq.edu.au,QLD,principal@toowoombanorthss.eq.edu.au,"(07) 4617 8313, (07) 4617 8333, 0426 305 727",31,N,Gov
47417,Toowoomba State High School,Sec,https://toowoombashs.eq.edu.au,QLD,admin@toowoombashs.eq.edu.au,"(07) 4637 1309, (07) 4637 1310, (07) 4637 1371, (07) 4637 1390",31,N,Gov
47598,Toowoomba West Special School,Special,https://toowoombawestspecs.eq.edu.au,QLD,principal@toowoombawestspecs.eq.edu.au,"(07) 4638 6300, (07) 4638 6333",31,N,Gov
46762,Torbanlea State School,Prim,https://torbanleass.eq.edu.au,QLD,admin@torbanleass.eq.edu.au,"(07) 4193 2111, (07) 4193 2160, 0427 066 671",31,N,Gov
41975,Toronto Public School,Prim,https://toronto-p.schools.nsw.gov.au,NSW,toronto-p.school@det.nsw.edu.au,"131 450, 4959 1571, 6111123180001, 6380011135112",10,N,Gov
46957,Torquay State School,Prim,https://torquayss.eq.edu.au,QLD,principal@torquayss.eq.edu.au,"(07) 4194 4300, (07) 4194 4333, (07) 4194 4366",31,N,Gov
49839,Torrens Valley Christian School,Pri/Sec,http://www.tvcs.sa.edu.au,SA,admin@tvcs.sa.edu.au,"(08) 8126 2200, 08 8126 2200, 22 351 928 443, 8 8126 2200",40,Y,NG
41976,Toukley Public School,Prim,https://toukley-p.schools.nsw.gov.au,NSW,toukley-p.school@det.nsw.edu.au,"131 450, 4396 4275",10,N,Gov
42825,Towamba Public School,Prim,https://towamba-p.schools.nsw.gov.au,NSW,towamba-p.school@det.nsw.edu.au,"131 450, 6496 7159",12,N,Gov
46483,Townsville Central State School,Prim,https://townsvillecentralss.eq.edu.au,QLD,admin@townsvillecentralss.eq.edu.au,"(07) 4722 6333, (07) 4772 7077",32,N,Gov
52249,Townsville Christian College,Pri/Sec,http://www.tsvcc.qld.edu.au/,QLD,info@tsvcc.qld.edu.au,"(07) 4448 3111, 07 4448 3111",32,Y,NG
